idx,hashtag,emoji_s,count
13332,首架俄罗斯军机飞抵武汉,"(16, 15, 5, 19, 23, 4, 22, 3, 11, 1, 8, 17, 13, 21, 24, 2, 6, 9, 18, 10, 20, 14, 7, 12)","(6302, 523, 357, 97, 49, 26, 26, 15, 13, 12, 12, 11, 8, 7, 7, 4, 4, 4, 4, 3, 3, 2, 2, 2)"
13333,首架来汉航班获水门礼遇,"(15, 11, 16, 22, 6, 19, 1, 24, 13, 5, 21)","(265, 68, 67, 24, 10, 8, 6, 6, 5, 3, 1)"
13334,首次出现美国输入确诊病例,"(4, 1, 11, 13, 5, 10, 16, 18, 23, 8, 19, 24, 3, 6, 20, 21, 17)","(2225, 90, 34, 31, 20, 9, 9, 8, 8, 6, 6, 6, 4, 3, 3, 3, 1)"
13335,首次考古发现北宋柿色彩瓷器,"(7, 15, 16, 19, 22, 8, 18, 21, 9, 24, 6, 11, 1, 3, 20, 17)","(1419, 202, 200, 40, 24, 15, 9, 9, 8, 7, 6, 6, 5, 3, 3, 1)"
13336,首都机场大兴机场将对旅客体温检测,"(15, 9, 18, 22, 2, 12, 3, 19, 21, 6, 16, 20, 4)","(74, 17, 14, 8, 4, 4, 3, 3, 3, 2, 2, 2, 1)"
13337,香奈儿宣布停产,"(14, 8, 6, 5, 15, 11, 3, 19, 2, 12, 9, 18, 20, 7, 21, 10, 22, 1, 17, 23, 13, 16, 24, 4)","(2965, 757, 445, 210, 149, 143, 98, 74, 67, 61, 47, 29, 29, 28, 24, 22, 15, 13, 12, 12, 11, 10, 10, 6)"
13338,香山,"(4, 11, 17, 6, 1, 18, 14, 12, 13, 19, 3, 2, 10, 9, 15, 8, 5, 22, 21, 16, 20, 7)","(4292, 746, 246, 66, 54, 31, 27, 27, 27, 24, 19, 18, 17, 10, 10, 9, 8, 8, 7, 6, 4, 1)"
13339,香川照之开微博,"(7, 3, 8, 6, 10, 11, 2, 4, 23, 22, 5, 9, 16, 20)","(148, 51, 44, 18, 16, 12, 10, 6, 3, 2, 1, 1, 1, 1)"
13340,香港,"(16, 8, 6, 15, 4, 3, 22, 14, 1, 19, 5, 2, 13, 12, 9, 11, 20, 17, 10, 18, 21, 7, 23, 24)","(4117, 556, 505, 404, 360, 333, 167, 91, 62, 56, 52, 50, 48, 47, 46, 35, 35, 34, 29, 24, 24, 22, 22, 22)"
13341,香港17名反对派区议员涉暴被捕,"(22, 15, 8, 2, 16, 6, 19, 4, 3, 18, 20, 23, 14, 24, 12, 5, 17, 7, 9, 10)","(388, 69, 33, 31, 24, 22, 22, 14, 11, 10, 9, 9, 8, 6, 5, 4, 4, 2, 2, 2)"
13342,香港3男子持刀劫走超市600卷卫生纸,"(11, 8, 6, 3, 15, 4, 12, 14, 16, 21, 5, 19, 9, 10, 23, 13, 18, 20, 24, 1, 22, 2, 7, 17)","(3512, 499, 419, 182, 77, 46, 43, 27, 25, 24, 19, 17, 14, 14, 14, 13, 13, 13, 13, 12, 12, 9, 7, 4)"
13343,香港5人涉嫌罗伯凶杀案被拘捕,"(4, 18, 15, 16, 6, 5, 1, 11, 22, 21, 13, 10, 3, 8, 2, 17, 9, 12, 24, 19, 7, 23, 14)","(2787, 186, 103, 78, 41, 32, 25, 21, 21, 17, 16, 15, 12, 11, 10, 9, 8, 8, 8, 7, 6, 5, 4)"
13344,香港取消跨年烟花汇演,"(1, 14, 19, 18, 2, 5, 10, 4, 16, 9, 24, 21, 8, 13, 17, 6, 15, 3, 7, 22)","(147, 52, 17, 16, 12, 12, 12, 12, 12, 11, 8, 7, 6, 6, 6, 5, 5, 4, 4, 3)"
13345,香港多所大学暂定明年1月开课,"(16, 11, 14, 1, 4, 15, 18, 6, 8, 9, 3, 22, 5, 10, 2, 13, 19, 21, 23, 24)","(76, 70, 29, 23, 21, 16, 14, 13, 10, 9, 8, 7, 4, 4, 2, 2, 2, 2, 2, 2)"
13346,香港大学 疫苗,"(16, 11, 15, 14, 4, 17, 23, 18, 3, 7, 8, 5, 10, 12, 20, 6, 1, 2, 9, 19, 24, 21, 13, 22)","(581, 196, 142, 50, 26, 23, 23, 22, 20, 20, 19, 18, 16, 14, 14, 12, 11, 11, 11, 11, 11, 10, 6, 5)"
13347,香港大屿山附近海面有渔船沉没,"(18, 20, 16, 9, 22, 11, 12, 21, 24, 10, 13, 15, 5, 6, 4, 17, 2, 23, 14, 8)","(227, 16, 15, 11, 11, 10, 7, 7, 7, 6, 6, 5, 3, 3, 3, 3, 2, 2, 1, 1)"
13348,香港将疫情应变级别提升至最高级,"(15, 5, 22, 16, 18, 19, 13, 6, 4, 1, 9, 12, 7, 24, 3, 8, 17, 20, 21, 23, 14, 10, 11, 2)","(223, 48, 21, 17, 17, 17, 13, 12, 12, 11, 11, 10, 9, 8, 7, 7, 7, 7, 6, 6, 5, 4, 3, 1)"
13349,香港已有80名教师被捕,"(17, 4, 15, 19, 16, 2, 6, 13, 18, 11, 14, 5, 1, 9, 8, 22, 12, 10, 3, 7, 20, 24, 21, 23)","(3365, 897, 726, 265, 94, 57, 57, 53, 50, 45, 39, 37, 30, 30, 29, 25, 23, 22, 21, 20, 13, 13, 11, 8)"
13350,香港市民请愿支持警察加薪,"(22, 16, 15, 8, 14, 4, 9, 6, 5, 18, 23)","(874, 86, 72, 9, 8, 6, 4, 3, 1, 1, 1)"
13351,香港成立小组委员会审视毒教材,"(15, 19, 11, 14, 12, 24, 4, 8, 6, 16, 17, 3, 23, 1, 5, 7, 21, 22)","(278, 22, 18, 10, 9, 9, 8, 6, 5, 5, 4, 3, 3, 1, 1, 1, 1, 1)"
13352,香港教育局谴责历史试题美化日本侵华,"(4, 1, 15, 11, 6, 16, 18, 8, 17, 5, 13, 9, 22, 14, 12, 2, 3, 19, 24, 7, 10, 21, 23, 20)","(8887, 151, 113, 78, 73, 71, 64, 36, 31, 27, 23, 19, 15, 12, 8, 6, 5, 4, 4, 3, 3, 3, 3, 2)"
13353,香港新冠肺炎确诊病例累计增至140例,"(2, 15, 14, 8, 17, 18, 5, 19, 7, 10, 1, 9, 11, 16, 4, 20, 22, 6, 23, 12, 13, 21, 24, 3)","(3309, 731, 502, 392, 184, 175, 135, 75, 73, 45, 37, 35, 25, 18, 17, 15, 11, 10, 10, 9, 9, 9, 9, 6)"
13354,香港新增30例新冠肺炎确诊病例,"(2, 1, 8, 5, 15, 19, 17, 4, 14, 18, 9, 23, 3, 6, 12, 21, 24, 7, 10, 16)","(481, 249, 86, 83, 76, 52, 32, 29, 20, 13, 11, 7, 5, 5, 5, 5, 5, 4, 1, 1)"
13355,香港新增48例新冠肺炎确诊病例,"(2, 18, 14, 5, 19, 8, 4, 15, 12, 17, 11, 7, 3, 1, 9, 6, 24, 16, 21, 22, 13, 20, 23, 10)","(2681, 642, 360, 288, 225, 216, 160, 160, 97, 79, 78, 60, 21, 17, 17, 11, 10, 9, 9, 9, 8, 8, 8, 6)"
13356,香港暴徒地下电台总部被捣破,"(15, 19, 4, 2, 11, 17, 22, 16, 8, 7, 13, 18, 23, 5, 20, 1, 3, 9, 24, 14, 12, 21, 6, 10)","(2069, 318, 75, 60, 37, 34, 32, 25, 21, 18, 15, 15, 15, 12, 12, 10, 10, 9, 9, 8, 8, 6, 4, 3)"
13357,香港民建联发起2020祝愿平安请愿,"(14, 16, 22, 6, 2, 3, 15, 8, 23, 1, 11, 4, 19)","(43, 21, 20, 18, 16, 12, 12, 10, 3, 1, 1, 1, 1)"
13358,香港海洋公园面临倒闭,"(15, 5, 14, 19, 2, 8, 6, 7, 17, 3, 11, 13, 12, 10, 18, 1, 16, 22, 21, 24, 9)","(2068, 487, 250, 188, 139, 93, 78, 35, 33, 30, 26, 20, 14, 13, 12, 10, 10, 9, 5, 5, 4)"
13359,香港特区政府强烈谴责纵火破坏法院,"(8, 14, 16, 9, 1, 2, 5, 11, 17, 18, 19, 15, 12, 20, 13, 4, 6, 21, 22)","(232, 59, 31, 29, 23, 17, 11, 10, 10, 10, 9, 8, 7, 7, 6, 5, 4, 4, 4)"
13360,香港理工大学正式解封,"(4, 7, 23, 5, 16, 11, 8, 18, 1, 14, 15, 22, 24, 20, 17, 19, 2)","(24, 15, 12, 9, 9, 8, 7, 5, 4, 4, 4, 4, 4, 3, 2, 2, 1)"
13361,香港男子侮辱国旗被判240小时社会服务,"(4, 11, 18, 1, 15, 16, 9, 17, 2, 6, 3, 5, 24, 8, 21, 22, 19, 7, 13, 23, 14, 10, 12, 20)","(5538, 275, 138, 81, 73, 49, 34, 21, 18, 17, 13, 12, 12, 9, 9, 8, 7, 6, 6, 5, 4, 3, 1, 1)"
13362,香港疫情下的婚礼大多延期,"(14, 18, 1, 11, 22, 8, 19, 9, 3, 16, 20, 21, 6, 7, 10, 13, 15, 2, 5, 4)","(176, 99, 33, 29, 24, 17, 9, 6, 5, 4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1)"
13363,香港确诊病例增至8例,"(5, 16, 2, 7, 10, 14, 21, 9, 15, 1, 19, 23, 8, 13, 4, 17, 6, 22)","(155, 16, 13, 13, 8, 6, 6, 4, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1)"
13364,香港自6月起发生逾4000宗起底个案,"(20, 4, 15, 5, 16, 22, 2, 6, 8, 23, 14, 13, 21, 17, 19, 9, 11, 18, 1, 3, 10)","(115, 80, 36, 18, 17, 17, 10, 10, 9, 8, 7, 6, 5, 4, 4, 3, 3, 2, 1, 1, 1)"
13365,香港航空停飞部分航班,"(4, 1, 18, 24, 16, 20, 11, 19, 3, 14, 5, 13, 8, 10, 22, 6, 15)","(81, 18, 12, 10, 7, 7, 6, 6, 5, 5, 5, 5, 4, 4, 4, 3, 3)"
13366,香港被烧老伯随时有生命危险,"(4, 5, 17, 18, 10, 19, 20, 21)","(111, 11, 11, 3, 1, 1, 1, 1)"
13367,香港警务处处长邓炳强天安门看升旗,"(22, 16, 15, 17, 7, 20, 23, 24, 11, 12, 21, 13, 8, 19)","(891, 109, 16, 13, 8, 8, 7, 6, 4, 3, 3, 2, 1, 1)"
13368,香港警方再拘捕420人,"(15, 19, 9, 14, 4, 1, 3, 8, 12, 5, 6, 13, 16, 18)","(88, 8, 5, 4, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1)"
13369,香港迪士尼乐园及海洋公园暂停开放,"(15, 14, 11, 5, 4, 22, 6, 21, 7, 8, 13, 16, 24, 9, 1, 19, 10, 20, 3, 12, 18, 2, 23)","(106, 34, 19, 16, 13, 11, 10, 8, 7, 6, 6, 6, 6, 5, 4, 4, 3, 3, 2, 2, 2, 1, 1)"
13370,香港首名承认暴动的暴徒被判刑4年,"(15, 4, 11, 19, 18, 1, 16, 10, 5, 17, 7, 8, 24, 22, 23, 6, 21, 9, 14, 12, 13, 3, 20, 2)","(4717, 380, 151, 126, 67, 54, 30, 29, 27, 27, 25, 24, 23, 18, 18, 17, 16, 14, 13, 13, 12, 11, 9, 8)"
13371,香港首宗侮辱国旗案被告获刑20日,"(4, 11, 1, 18, 15, 13, 19, 6, 12, 8, 5, 14, 17, 2, 21, 9, 24)","(5139, 341, 183, 81, 67, 27, 16, 15, 15, 12, 10, 8, 7, 6, 4, 1, 1)"
13372,香菇炖鸡面,"(6, 3, 8, 4, 22, 9, 1, 11, 5, 17, 12, 13, 16, 15, 19, 23, 2, 14, 7, 20, 21, 18, 10, 24)","(3075, 448, 368, 35, 24, 23, 21, 20, 16, 14, 13, 13, 13, 12, 12, 12, 11, 11, 10, 10, 10, 8, 6, 3)"
13373,香蕉蘸豆浆粉,"(8, 6, 3, 9, 16, 2, 5, 10, 23, 14, 1, 7, 13, 15, 22)","(84, 37, 19, 13, 13, 12, 12, 8, 6, 5, 3, 3, 2, 1, 1)"
13374,马丽沈腾小品应景,"(15, 22, 8, 6, 2, 1, 4, 3, 19, 11, 16, 24, 14, 13, 23, 20, 10, 21, 12, 17, 5, 9, 18, 7)","(4917, 298, 134, 98, 59, 40, 36, 35, 27, 24, 21, 21, 17, 16, 16, 15, 14, 13, 12, 12, 11, 11, 8, 5)"
13375,马云为伊朗筹集到100万只口罩,"(22, 15, 16, 11, 4, 19, 14, 7, 8, 20, 1, 5, 12, 6, 23, 21, 17, 18, 2, 3, 9, 10, 13, 24)","(4940, 656, 246, 149, 35, 28, 21, 12, 11, 10, 9, 9, 9, 4, 4, 3, 2, 2, 1, 1, 1, 1, 1, 1)"
13376,马云再次登顶中国首富,"(7, 8, 24, 15, 6, 14, 2, 4, 21, 11, 3, 18, 19, 13, 5, 12, 16, 9, 17, 22, 20, 23, 1, 10)","(2683, 1428, 554, 473, 342, 133, 128, 82, 78, 46, 43, 41, 39, 36, 30, 27, 25, 22, 22, 21, 18, 18, 14, 12)"
13377,马云回赠日本100万只口罩,"(15, 16, 11, 4, 19, 22, 8, 24, 14, 2, 23, 17, 18, 5, 9, 3, 20, 21, 1, 6, 7, 12, 10, 13)","(7755, 329, 152, 70, 67, 67, 40, 32, 15, 14, 12, 7, 5, 4, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1)"
13378,马云用一首歌支持比利时,"(15, 8, 18, 6, 4, 2, 11, 23, 16, 3, 22, 7)","(776, 165, 18, 16, 14, 8, 8, 8, 5, 3, 3, 1)"
13379,马云的福字,"(8, 6, 7, 14, 19, 3, 2, 22, 5, 10, 16, 11, 21, 1, 24, 13, 15, 9, 4, 18, 12, 23, 20, 17)","(1772, 248, 240, 153, 119, 102, 98, 83, 72, 65, 61, 57, 52, 48, 47, 43, 43, 42, 42, 42, 41, 40, 39, 38)"
13380,马云称不应对求救呼声冷嘲热讽,"(15, 14, 11, 4, 10, 16, 1, 22, 13, 9, 8, 19, 18, 6, 21, 2, 23, 12, 24, 5, 20, 3, 7, 17)","(4409, 371, 362, 96, 58, 53, 47, 39, 26, 25, 24, 22, 16, 15, 11, 10, 8, 6, 5, 4, 3, 2, 2, 2)"
13381,马云给20万女医护送礼物,"(15, 24, 11, 16, 8, 19, 6, 23, 10, 14, 18, 5, 17, 7, 2, 21, 3, 9, 12)","(1536, 70, 60, 47, 41, 22, 19, 16, 14, 9, 8, 7, 6, 5, 2, 2, 1, 1, 1)"
13382,马云谈中国为何踢不好足球,"(6, 22, 11, 4, 3, 1, 8, 10, 15, 18, 13, 17, 12, 20, 9, 23, 24)","(256, 40, 15, 12, 9, 8, 6, 5, 5, 5, 4, 4, 3, 3, 1, 1, 1)"
13383,马云面试终极问题,"(21, 14, 10, 8, 6, 22, 5, 9, 11, 24, 18, 19, 2, 4, 16, 23, 1, 3, 20, 12, 15)","(92, 46, 33, 17, 16, 14, 10, 10, 10, 9, 7, 7, 6, 6, 6, 5, 4, 4, 2, 1, 1)"
13384,马伯骞认识黄子韬,"(7, 11, 8, 6, 15, 16, 3, 12, 18, 9, 21, 23, 4, 22, 5, 10, 2, 19, 14, 1, 17, 24, 13, 20)","(2424, 829, 189, 105, 65, 54, 42, 34, 23, 18, 18, 18, 15, 15, 14, 14, 13, 11, 10, 9, 8, 7, 5, 5)"
13385,马克龙会见西班牙国王鞠躬飞吻,"(8, 15, 6, 11, 3, 13, 23, 18, 12, 1, 7)","(129, 22, 16, 13, 7, 6, 5, 4, 2, 1, 1)"
13386,马刺猛龙各用24秒违例悼念科比,"(18, 5, 17, 4, 20, 22, 19, 2, 24, 16, 21, 6, 12)","(614, 146, 22, 12, 9, 9, 7, 6, 6, 2, 2, 1, 1)"
13387,马嘉祺宋亚轩去李飞办公室舞狮子,"(8, 3, 6, 11, 15, 19, 22, 1, 13, 18, 16, 7, 4, 5, 21, 9, 10, 12, 20)","(3681, 937, 855, 305, 153, 83, 28, 17, 14, 14, 8, 6, 6, 4, 2, 1, 1, 1, 1)"
13388,马国明 最佳男主角,"(5, 16, 6, 15, 22, 7, 19, 24, 10, 1, 9, 4, 14, 3, 23, 8, 12, 18, 2)","(2647, 478, 98, 75, 72, 71, 19, 9, 8, 7, 7, 7, 6, 5, 5, 3, 3, 2, 1)"
13389,马天宇cos敖丙,"(7, 16, 11, 3, 8, 5, 4, 23, 6, 19, 15, 21, 22, 14, 12, 10, 17, 18, 2, 24, 9, 1, 13, 20)","(3840, 443, 441, 83, 55, 49, 43, 37, 29, 23, 18, 18, 18, 16, 15, 14, 14, 14, 13, 13, 10, 9, 7, 5)"
13390,马天宇唱该死的温柔,"(5, 16, 7, 6, 3, 23, 13, 8, 10, 14, 9, 19, 21, 1, 22, 20, 11, 18, 24, 12, 2, 17, 15, 4)","(2765, 856, 291, 146, 114, 36, 32, 30, 29, 28, 21, 18, 17, 15, 15, 14, 13, 13, 13, 11, 9, 9, 8, 7)"
13391,马尔蒂尼与儿子确诊新冠肺炎,"(17, 16, 2, 8, 5, 21, 13, 24, 9, 19, 4, 18, 22, 20, 23, 14, 6, 12)","(608, 249, 40, 35, 31, 19, 14, 11, 9, 8, 6, 5, 5, 2, 2, 1, 1, 1)"
13392,马尔蒂尼致谢中国球迷,"(15, 16, 5, 6, 12, 3, 8, 4, 23)","(127, 54, 28, 4, 3, 1, 1, 1, 1)"
13393,马布里帮纽约采购口罩,"(15, 4, 1, 11, 8, 16, 18, 20, 22, 24, 6, 14, 10, 2, 12)","(360, 182, 46, 22, 18, 14, 9, 8, 7, 5, 4, 2, 2, 1, 1)"
13394,马布里评美国人不戴口罩出门,"(8, 15, 9, 14, 11, 6, 24, 2, 4, 19, 1, 16)","(294, 110, 77, 27, 23, 12, 8, 6, 6, 6, 5, 1)"
13395,马德里冰宫改作停尸间,"(18, 5, 17, 8, 12, 11, 21, 19, 2, 4, 15, 13, 22, 3, 14, 20, 6, 16, 7, 23, 10, 1, 9, 24)","(3623, 438, 176, 104, 64, 53, 25, 24, 17, 16, 16, 13, 12, 11, 10, 10, 9, 8, 6, 6, 4, 3, 2, 2)"
13396,马思唯公布恋情,"(11, 16, 6, 17, 8, 5, 3, 2, 23, 21, 24, 7, 14, 22, 19, 1, 12, 18, 13, 15, 9, 20, 4, 10)","(1637, 543, 479, 276, 146, 133, 72, 43, 43, 41, 41, 38, 37, 35, 28, 21, 21, 20, 19, 16, 13, 13, 9, 2)"
13397,马思唯帮唱袁娅维,"(19, 7, 11, 8, 15, 6, 18, 16, 3, 21, 5, 4, 20, 10, 9, 2, 22)","(1012, 266, 119, 56, 45, 34, 24, 22, 16, 13, 12, 5, 5, 3, 2, 1, 1)"
13398,马思唯用的什么遮瑕,"(3, 8, 6, 11, 7, 4, 9, 12, 2, 16, 1, 21, 14, 22, 5, 17, 18, 19, 20, 23, 24, 10, 13, 15)","(1549, 420, 229, 36, 34, 25, 23, 22, 18, 17, 16, 13, 12, 10, 9, 9, 8, 8, 8, 8, 8, 7, 7, 6)"
13399,马思纯模仿小黄人,"(3, 11, 16, 8, 6, 7, 21, 22, 2, 15, 19, 14, 9)","(41, 19, 12, 7, 5, 5, 4, 4, 2, 2, 2, 1, 1)"
13400,马思纯祝贺周冬雨,"(16, 11, 5, 15, 8, 6, 7, 4, 22, 24, 1, 3, 19, 2, 12, 17, 23, 20, 18, 9, 14, 21, 10, 13)","(5446, 475, 279, 102, 62, 39, 31, 31, 29, 29, 19, 19, 19, 17, 17, 16, 12, 10, 9, 8, 6, 6, 5, 5)"
13401,马思纯零台词演抑郁症,"(16, 11, 15, 5, 14, 17, 22, 24, 13, 6, 18, 21, 4, 20, 3, 23, 12, 2, 7, 9, 19, 1, 8, 10)","(1914, 668, 197, 121, 67, 54, 45, 39, 36, 31, 30, 30, 28, 28, 26, 26, 25, 24, 24, 22, 22, 21, 21, 21)"
13402,马斯克出售4000万美元豪宅,"(24, 8, 10, 14, 1, 11, 3, 5, 15, 17, 6, 13, 18, 19, 23, 12, 4, 20, 22, 2, 9, 21)","(67, 29, 24, 18, 16, 12, 11, 9, 8, 8, 6, 5, 5, 4, 4, 3, 3, 2, 2, 1, 1, 1)"
13403,马来西亚水果近一半被丢弃,"(5, 6, 17, 8, 4, 11, 19, 12, 16, 23, 24, 14, 3, 18, 2, 7, 10, 9, 13, 21)","(487, 58, 42, 33, 25, 16, 9, 8, 6, 6, 6, 4, 3, 3, 2, 2, 2, 1, 1, 1)"
13404,马来西亚激增190例确诊病例,"(11, 5, 12, 8, 14, 6, 21, 1, 4, 19, 18, 2, 3, 15, 7, 13, 16, 17, 20, 23, 24)","(226, 109, 97, 52, 48, 37, 26, 19, 18, 17, 15, 10, 9, 9, 5, 4, 1, 1, 1, 1, 1)"
13405,马来西亚累计确诊新冠肺炎超千例,"(17, 5, 14, 18, 2, 16, 15, 19, 3, 7, 4, 9, 11, 10, 23, 6, 8, 20, 21, 22, 12, 13)","(312, 71, 48, 32, 15, 15, 12, 11, 10, 10, 10, 9, 8, 7, 6, 3, 3, 3, 3, 3, 2, 2)"
13406,马航MH17空难案在荷兰开庭,"(19, 18, 5, 8, 6, 14, 21, 17, 7, 9, 10, 12, 15, 20, 24, 1, 4, 11, 22, 16, 23)","(135, 134, 37, 17, 16, 13, 10, 9, 8, 8, 8, 8, 7, 7, 7, 6, 6, 5, 4, 3, 2)"
13407,马苏,"(11, 4, 14, 2, 8, 1, 6, 15, 3, 16, 13, 18, 12, 21, 9, 10, 22, 17, 7, 19, 23, 24, 20, 5)","(5372, 393, 337, 97, 94, 86, 73, 60, 54, 46, 34, 34, 29, 28, 26, 23, 23, 21, 20, 19, 17, 16, 10, 6)"
13408,马薇薇,"(4, 11, 15, 14, 1, 8, 18, 16, 6, 13, 2, 19, 17, 3, 5, 12, 10, 9, 7, 22, 24, 21, 23, 20)","(13230, 11919, 8765, 1150, 479, 366, 353, 252, 110, 86, 44, 33, 27, 25, 25, 22, 21, 20, 15, 15, 15, 14, 13, 10)"
13409,马赛克礼裙,"(11, 6, 3, 7, 10, 21, 22, 4, 8, 24, 15, 23, 14)","(154, 24, 20, 19, 16, 9, 9, 8, 5, 5, 3, 3, 1)"
13410,马路边的奢侈团聚,"(5, 16, 21, 4, 22, 14, 24, 8, 10, 13, 18)","(504, 92, 7, 5, 5, 4, 4, 3, 1, 1, 1)"
13411,马頔淘汰,"(11, 5, 16, 4, 14, 15, 1, 8, 6, 2, 12, 17, 22, 21, 3, 10, 13, 18, 19, 23, 7, 20, 24, 9)","(3799, 1328, 808, 322, 165, 149, 126, 57, 47, 32, 32, 27, 19, 17, 16, 15, 14, 12, 11, 10, 9, 9, 9, 8)"
13412,马鹿,"(16, 17, 5, 8, 1, 11, 6, 24, 2, 3, 14, 18, 7, 4)","(475, 235, 42, 35, 29, 23, 11, 8, 7, 7, 7, 5, 1, 1)"
13413,马龙 年度最佳男运动员,"(16, 22, 15, 19, 23, 18, 21, 1, 6, 7, 10, 20)","(379, 79, 20, 12, 9, 5, 3, 1, 1, 1, 1, 1)"
13414,驻外美军暂停部署60天,"(8, 2, 14, 10, 19, 15, 11, 12, 3, 6, 18, 20, 21, 22)","(365, 26, 22, 8, 5, 3, 2, 2, 1, 1, 1, 1, 1, 1)"
13415,驻欧美军35人检测呈阳性,"(19, 8, 15, 14, 2, 7, 13, 21, 22, 16, 17, 20, 24, 18, 5, 9, 6, 1, 3, 4, 23)","(1615, 258, 212, 107, 104, 42, 13, 12, 12, 11, 9, 9, 9, 7, 5, 4, 2, 1, 1, 1, 1)"
13416,驻澳门部队官兵准时升起五星红旗,"(22, 16, 15, 23, 14, 18)","(297, 85, 17, 6, 2, 1)"
13417,驻美使馆严格把关搭乘临时航班人员,"(4, 15, 14, 11, 24, 22, 17, 5, 8, 20)","(153, 120, 22, 8, 7, 6, 3, 1, 1, 1)"
13418,驻鄂部队50台卡车运送200吨物资,"(15, 16, 5, 22, 14, 4, 9, 20, 21, 6, 8, 18, 1, 17, 11, 7, 10, 23, 12, 24, 19)","(895, 107, 19, 11, 9, 9, 8, 8, 8, 7, 7, 7, 6, 6, 5, 4, 4, 4, 3, 3, 2)"
13419,驻韩美军基地累计6人确诊新冠肺炎,"(19, 8, 7, 14, 22, 5, 21, 16, 24, 15, 18, 2, 9)","(412, 74, 35, 15, 9, 8, 7, 3, 3, 2, 2, 1, 1)"
13420,驻香港部队武装直升机特技飞行,"(7, 22, 15, 16, 18, 8, 6, 2, 4, 23, 24)","(71, 61, 17, 15, 8, 5, 3, 1, 1, 1, 1)"
13421,驻香港部队老兵向军旗告别,"(5, 16, 15, 4, 23, 21, 22, 13, 3, 18, 6, 2, 14, 8, 1, 11, 12)","(349, 22, 14, 9, 9, 8, 8, 7, 5, 5, 4, 2, 2, 2, 1, 1, 1)"
13422,驾校教练遇到新手老爸,"(6, 3, 8, 12, 23, 24, 15, 19, 1, 2, 5, 21, 14, 13, 20, 10)","(105, 45, 18, 11, 9, 9, 8, 8, 3, 3, 3, 3, 2, 2, 2, 1)"
13423,骆驼背上的太阳,"(22, 7, 15, 16, 17, 3, 4, 10, 21, 6, 8, 9, 12, 23, 24, 2, 14, 11, 13)","(239, 39, 32, 13, 12, 11, 9, 6, 6, 4, 3, 3, 3, 3, 3, 1, 1, 1, 1)"
13424,骑车上下班的人心脏好,"(8, 6, 15, 3, 1, 21, 13, 2, 7, 14, 19, 5, 16, 18, 9, 20, 10)","(70, 36, 11, 10, 7, 7, 6, 5, 5, 4, 4, 3, 3, 3, 2, 2, 1)"
13425,骑骆驼找信号上网课,"(5, 6, 8, 23, 16, 14, 3, 10, 22, 21, 9, 24, 2, 11, 13, 15, 18, 1, 20)","(355, 154, 35, 16, 13, 7, 6, 6, 6, 5, 3, 3, 2, 2, 2, 2, 2, 1, 1)"
13426,骨科患者出院要先考试,"(22, 3, 6, 15, 19, 23, 18, 10, 16, 8, 20, 9, 1, 14, 21)","(93, 19, 15, 9, 7, 7, 6, 4, 4, 3, 3, 2, 1, 1, 1)"
13427,高三和大一上网课的区别,"(8, 2, 6, 5, 11, 3, 14, 1, 12, 4, 10, 20, 21, 13, 15, 19, 22, 9, 18, 24, 16, 17, 23, 7)","(989, 304, 247, 74, 51, 47, 43, 26, 21, 19, 18, 14, 12, 10, 10, 10, 8, 7, 7, 7, 6, 6, 6, 1)"
13428,高三和大一的区别,"(6, 8, 5, 1, 21, 3, 24, 13, 9, 7, 4, 18, 16, 2, 23, 14, 10, 11, 19, 20)","(267, 180, 140, 62, 37, 30, 22, 15, 13, 8, 8, 8, 7, 5, 5, 4, 3, 3, 2, 1)"
13429,高三复课后大课间练习八段锦,"(15, 11, 6, 8, 4, 3, 5, 21, 17, 24, 12, 19, 9, 18, 2, 10, 20, 14, 22, 1, 23)","(1124, 406, 220, 89, 47, 28, 25, 25, 16, 16, 12, 10, 9, 8, 7, 7, 6, 5, 5, 3, 2)"
13430,高三学生线上百日宣誓,"(15, 16, 11, 19, 5, 14, 24, 22, 17, 18, 1, 9, 21, 3, 12)","(879, 265, 54, 35, 21, 15, 8, 7, 6, 6, 5, 5, 2, 1, 1)"
13431,高三学霸同时被5所世界名校录取,"(22, 24, 21, 11, 6, 14, 10, 15, 16, 4, 8, 9, 7, 18, 19, 13, 3, 5, 17, 12, 20, 23, 1, 2)","(990, 185, 172, 76, 64, 44, 40, 40, 40, 37, 22, 22, 21, 20, 20, 16, 14, 14, 7, 6, 6, 6, 4, 1)"
13432,高三就餐隔离板上印满考点,"(8, 15, 6, 11, 3, 4, 9, 14, 19, 5, 21, 18, 13, 23, 16, 1, 10, 22)","(1398, 586, 279, 129, 80, 60, 34, 33, 18, 14, 13, 7, 6, 6, 5, 2, 1, 1)"
13433,高三教师自制花式直播设备,"(6, 16, 8, 15, 3, 5, 23, 24, 2, 7, 11, 13, 22, 12, 19, 20, 21, 9, 1, 14, 10, 4, 18)","(258, 120, 92, 47, 30, 27, 10, 9, 8, 8, 8, 7, 7, 6, 6, 6, 6, 4, 2, 2, 1, 1, 1)"
